cik,accession_nr,filing_date
1191672,95012324007976,2024-08-13
1191672,95012324011686,2024-11-14
1191672,95012325002266,2025-02-14
1191672,95012325005055,2025-05-14
1230239,91957424003052,2024-05-15
1230239,91957424004557,2024-08-14
1230239,91957424006480,2024-11-14
1230239,91957425001214,2025-02-14
1230239,91957425003078,2025-05-15
1298088,129808824000009,2024-05-10
1298088,129808824000014,2024-08-09
1298088,129808824000025,2024-11-13
1298088,129808825000002,2025-02-12
1298088,129808825000009,2025-05-14
1313360,131336024000007,2024-05-06
1313360,131336024000008,2024-07-12
1313360,131336024000010,2024-10-03
1313360,131336025000001,2025-01-17
1313360,131336025000005,2025-04-15
1323645,132364524000003,2024-05-15
1323645,132364524000005,2024-08-13
1323645,132364524000012,2024-11-13
1323645,132364525000002,2025-02-13
1323645,132364525000003,2025-05-14
1325447,132544724000023,2024-05-09
1325447,132544724000028,2024-08-12
1325447,132544724000031,2024-11-12
1325447,132544725000006,2025-02-10
1325447,132544725000026,2025-05-12
1329948,132994824000011,2024-07-25
1329948,132994824000023,2024-10-29
1329948,132994825000001,2025-01-17
1329948,132994825000004,2025-04-17
1329948,132994825000008,2025-07-17
1344551,134455124000006,2024-08-13
1344551,134455124000009,2024-11-01
1344551,134455125000003,2025-02-06
1344551,134455125000008,2025-05-06
1344551,134455125000012,2025-08-04
1344551,153586524000007,2024-05-07
1352662,107261324000473,2024-05-14
1352662,107261324000620,2024-08-13
1352662,107261324000820,2024-11-13
1352662,107261325000109,2025-02-13
1352662,107261325000369,2025-05-14
1357955,108514624002311,2024-05-08
1357955,108514624003810,2024-08-13
1357955,108514624005691,2024-11-14
1357955,108514625001369,2025-02-14
1357955,108514625002761,2025-05-08
1368163,94787124000414,2024-04-25
1368163,94787124000641,2024-07-29
1368163,94787124000889,2024-11-14
1368163,94787125000115,2025-02-07
1368163,94787125000457,2025-05-07
1388391,117266124002428,2024-05-15
1388391,117266124003431,2024-08-14
1388391,117266124004792,2024-11-14
1388391,117266125000827,2025-02-13
1388391,117266125001883,2025-05-14
1389958,138995825000006,2025-02-13
1389958,138995825000011,2025-05-14
1393825,139382524000131,2024-05-15
1393825,139382524000134,2024-08-14
1393825,139382525000010,2025-05-14
1393825,203391624000083,2024-11-13
1393825,203391625000027,2025-02-14
1411133,95012324004027,2024-05-08
1411133,95012324006635,2024-07-17
1411133,95012324010419,2024-11-06
1411133,95012325000457,2025-01-22
1411133,95012325003703,2025-04-25
1418329,114036124033672,2024-07-22
1418329,114036124045948,2024-11-12
1418329,114036125001955,2025-01-27
1418329,114036125016450,2025-04-30
1418329,114036125026322,2025-07-18
1419186,141918624000003,2024-04-24
1419186,141918624000004,2024-07-26
1419186,141918624000006,2024-10-28
1419186,141918625000003,2025-02-14
1419186,141918625000004,2025-04-22
1419186,141918625000006,2025-07-31
1420473,121465924008858,2024-05-13
1420473,121465924014421,2024-08-14
1420473,121465924018676,2024-11-12
1420473,121465925002426,2025-02-12
1420473,121465925007384,2025-05-12
1421224,142122424000004,2024-05-13
1421224,142122424000006,2024-08-07
1421224,142122424000010,2024-11-12
1421224,142122425000001,2025-01-23
1421224,142122425000005,2025-05-14
1426196,142619625000001,2025-05-15
1426196,175272424094786,2024-05-01
1426196,175272424174625,2024-08-14
1426196,175272424250642,2024-11-14
1426196,175272425024544,2025-02-14
1434819,143481924000006,2024-05-14
1434819,143481924000008,2024-08-14
1434819,143481924000010,2024-11-14
1434819,143481925000002,2025-02-13
1434819,143481925000007,2025-05-14
1441689,95012324004805,2024-05-14
1441689,95012324007966,2024-08-13
1441689,95012324011055,2024-11-13
1441689,95012325001668,2025-02-12
1441689,95012325005044,2025-05-14
1453072,117266124002473,2024-05-15
1453072,117266124003532,2024-08-14
1453072,117266124005186,2024-11-14
1453072,117266125001146,2025-02-14
1453072,117266125002312,2025-05-15
1462020,108514624002212,2024-05-03
1462020,108514624003150,2024-07-22
1462020,108514624005764,2024-11-14
1462020,108514625000641,2025-01-30
1462020,108514625002257,2025-04-23
1462020,108514625004237,2025-07-29
1462160,95012324004285,2024-05-10
1462160,95012324007388,2024-08-08
1462160,95012324010844,2024-11-12
1462160,95012325001641,2025-02-12
1462160,95012325004377,2025-05-09
1478735,89914025000264,2025-02-14
1478735,89914025000679,2025-05-15
1478735,91957424003134,2024-05-15
1478735,91957424004661,2024-08-14
1478735,91957424006607,2024-11-14
1505817,108514624004168,2024-08-22
1505817,108514624005277,2024-10-31
1505817,108514624005303,2024-11-01
1505817,108514625000603,2025-01-29
1505817,108514625002720,2025-05-07
1512024,106299324010340,2024-05-15
1512024,106299324015113,2024-08-15
1512024,106299324019125,2024-11-14
1512024,106299325002458,2025-02-14
1512024,106299325009406,2025-05-15
1520354,152035424000013,2024-05-08
1520354,152035424000015,2024-07-30
1520354,152035424000022,2024-11-08
1520354,152035425000002,2025-02-12
1520354,152035425000023,2025-05-14
1521001,117266124002422,2024-05-15
1521001,117266124003457,2024-08-14
1521001,117266124004876,2024-11-14
1521001,117266125001026,2025-02-14
1521001,117266125002304,2025-05-15
1535845,153584524000005,2024-05-13
1535845,153584524000013,2024-09-20
1535845,153584524000015,2024-11-13
1535845,153584525000004,2025-02-14
1535845,153584525000006,2025-05-14
1535847,158064224002001,2024-04-05
1535847,158064224003600,2024-07-10
1535847,158064224006078,2024-10-08
1535847,158064225000735,2025-02-04
1535847,158064225002731,2025-05-01
1535847,158064225004473,2025-07-25
1542153,108514625003390,2025-05-20
1542153,108514625003391,2025-05-20
1542153,154215324000006,2024-05-16
1542153,154215324000009,2024-08-15
1542153,154215324000013,2024-11-14
1544599,154459924000003,2024-05-14
1544599,154459924000006,2024-08-14
1544599,154459924000010,2024-11-14
1544599,154459925000001,2025-02-07
1544599,154459925000003,2025-05-06
1556921,121465924009322,2024-05-15
1556921,121465924014697,2024-08-14
1556921,121465924019151,2024-11-14
1556921,121465925002855,2025-02-14
1556921,121465925007845,2025-05-15
1566475,156647524000006,2024-05-14
1566475,156647524000011,2024-08-13
1566475,156647524000030,2024-11-12
1566475,156647525000002,2025-02-13
1566475,156647525000008,2025-04-30
1569395,90514824001245,2024-05-01
1569395,90514824002019,2024-07-30
1569395,90514824002798,2024-10-23
1569395,90514825000188,2025-01-27
1569395,90514825001297,2025-04-24
1569395,90514825002484,2025-07-21
1587973,158797324000002,2024-05-14
1587973,158797324000007,2024-08-13
1587973,158797324000011,2024-11-14
1587973,158797325000001,2025-02-13
1587973,158797325000002,2025-05-13
1588340,108514624002387,2024-05-10
1588340,108514624003762,2024-08-13
1588340,108514624004918,2024-10-16
1588340,108514625000609,2025-01-30
1588340,108514625002357,2025-04-28
1588340,108514625004058,2025-07-23
1593051,114036124023355,2024-04-30
1593051,114036124034015,2024-07-24
1593051,114036124048588,2024-12-06
1593051,114036125001981,2025-01-27
1593051,114036125014739,2025-04-21
1593051,114036125028518,2025-08-04
1603466,90266424003628,2024-05-15
1603466,90266424005526,2024-09-16
1603466,90266424006620,2024-11-14
1603466,90266425001050,2025-02-14
1603466,90266425003078,2025-07-21
1616667,89418924003271,2024-05-10
1616667,89418924004736,2024-08-13
1616667,89418924006648,2024-11-12
1616667,89418925000254,2025-01-22
1616667,89418925003627,2025-05-06
1633901,163390124000003,2024-05-10
1633901,163390124000004,2024-08-14
1633901,163390124000007,2024-11-14
1633901,163390125000004,2025-02-14
1633901,163390125000006,2025-05-15
1637460,108514624002640,2024-05-15
1637460,108514624004000,2024-08-14
1637460,108514624005932,2024-11-14
1637460,108514625001694,2025-02-14
1637460,108514625003321,2025-05-15
1644956,164495624000004,2024-05-08
1644956,164495624000006,2024-08-08
1644956,164495624000009,2024-11-08
1644956,164495625000002,2025-02-10
1644956,164495625000018,2025-05-09
1644956,164495625000032,2025-07-29
1647251,164725124000004,2024-05-15
1647251,164725124000007,2024-08-14
1647251,164725124000011,2024-11-14
1647251,164725125000003,2025-02-14
1647251,164725125000005,2025-05-15
1677044,167704424000013,2024-05-10
1677044,167704424000022,2024-08-13
1677044,167704424000030,2024-11-13
1677044,167704425000007,2025-05-12
1677044,167704425000012,2025-06-06
1700574,117266124002517,2024-05-15
1700574,117266124003535,2024-08-14
1700574,117266124005174,2024-11-14
1700574,117266125001140,2025-02-14
1700574,117266125002386,2025-05-15
1705339,90514824002186,2024-08-14
1705339,90514824003101,2024-11-14
1705339,90514825000617,2025-02-14
1705339,90514825001700,2025-05-15
1722329,117266124002412,2024-05-15
1722329,117266124003265,2024-08-13
1722329,117266124004810,2024-11-14
1722329,117266125000741,2025-02-13
1722329,117266125001835,2025-05-14
1739439,173943924000008,2024-05-14
1739439,173943924000014,2024-08-12
1739439,173943924000023,2024-11-14
1739439,173943925000002,2025-02-13
1739439,173943925000008,2025-05-14
1761054,176105424000003,2024-05-09
1761054,176105424000005,2024-08-14
1761054,176105424000006,2024-11-14
1761054,176105425000003,2025-02-13
1761054,176105425000004,2025-05-15
1763921,166773125000354,2025-04-01
1763921,166773125000578,2025-05-02
1763921,166773125001032,2025-07-31
1763921,176392124000004,2024-04-19
1763921,176392124000005,2024-08-14
1763921,176392124000010,2024-11-12
1767640,101143824000359,2024-05-15
1767640,101143824000458,2024-08-14
1767640,101143824000649,2024-11-14
1767640,101143825000153,2025-02-14
1767640,101143825000303,2025-05-15
1767640,108514624004609,2024-09-30
1978885,142050624000681,2024-05-02
1978885,142050624001172,2024-07-25
1978885,142050624002221,2024-11-05
1978885,142050625000084,2025-01-31
1978885,142050625000954,2025-05-09
1997405,93041324001784,2024-05-10
1997405,93041324002242,2024-08-01
1997405,93041324003144,2024-11-13
1997405,93041325000507,2025-02-11
1997405,93041325001681,2025-05-08
1998033,121465924008394,2024-05-06
1998033,121465924012473,2024-07-16
1998033,121465924018144,2024-10-31
1998033,121465925002329,2025-02-10
1998033,121465925006146,2025-04-21
1998033,121465925010928,2025-07-25
2006397,141588925003738,2025-02-12
2006397,141588925012464,2025-05-09
2006397,141588925020815,2025-08-01
313028,31302824000034,2024-05-13
313028,31302824000035,2024-08-13
313028,31302824000037,2024-11-13
313028,31302825000029,2025-02-18
313028,31302825000031,2025-05-12
314969,31496924000005,2024-04-25
314969,31496924000007,2024-07-24
314969,31496924000012,2024-10-25
314969,31496925000003,2025-01-30
314969,31496925000005,2025-04-25
314969,31496925000009,2025-07-28
314984,95012324004832,2024-05-14
314984,95012324008035,2024-08-13
314984,95012324010504,2024-11-07
314984,95012325001397,2025-02-10
314984,95012325004759,2025-05-13
35527,95012324006693,2024-07-22
35527,95012324009741,2024-10-17
35527,95012325000408,2025-01-21
35527,95012325003523,2025-04-15
35527,95012325006377,2025-07-15
36270,95012324003966,2024-05-07
36270,95012324006923,2024-07-31
36270,95012324012030,2024-11-19
36270,95012325001043,2025-02-06
36270,95012325003895,2025-04-30
67088,95012324004134,2024-05-09
67088,95012324007384,2024-08-08
67088,95012324010860,2024-11-12
67088,95012325001115,2025-02-07
67088,95012325004366,2025-05-09
701059,70105924000009,2024-05-14
701059,70105924000011,2024-08-14
701059,70105924000015,2024-11-15
701059,70105925000001,2025-02-13
701059,70105925000010,2025-05-14
728083,117266124002464,2024-05-15
728083,117266124003592,2024-08-15
728083,117266124004939,2024-11-14
728083,175031225000007,2025-05-15
728083,72808325000003,2025-02-14
728100,93041324001768,2024-05-09
728100,93041324002313,2024-08-14
728100,93041324002937,2024-10-07
728100,93041324002938,2024-10-07
728100,93041324003293,2024-12-13
728100,93041325000583,2025-02-14
728100,93041325001750,2025-05-13
853758,85375824000003,2024-05-15
853758,85375824000005,2024-08-12
853758,85375824000010,2024-11-14
853758,85375825000002,2025-02-14
853758,85375825000005,2025-05-15
854157,106299324010116,2024-05-14
854157,106299324015020,2024-08-14
854157,106299324019058,2024-11-14
854157,106299325002462,2025-02-14
854157,106299325009484,2025-05-15
860561,106299324010118,2024-05-14
860561,106299324014905,2024-08-13
860561,106299324018802,2024-11-12
860561,106299325002246,2025-02-13
860561,106299325009317,2025-05-14
863748,108514624002451,2024-05-14
863748,108514624003531,2024-08-07
863748,108514624005720,2024-11-14
863748,108514625000974,2025-02-11
863748,108514625003015,2025-05-13
884414,108514624002581,2024-05-15
884414,108514624003944,2024-08-14
884414,108514624005904,2024-11-14
884414,108514625001642,2025-02-14
884414,108514625003292,2025-05-15
898286,114036124025999,2024-05-14
898286,114036124037354,2024-08-14
898286,114036124046962,2024-11-14
898286,114036125004866,2025-02-14
898286,114036125018990,2025-05-14
898427,89842724000007,2024-05-15
898427,89842724000017,2024-08-14
898427,89842724000040,2024-11-14
898427,89842725000001,2025-02-14
898427,89842725000008,2025-02-25
898427,89842725000009,2025-05-15
900973,90097324000004,2024-05-14
900973,90097324000006,2024-08-13
900973,90097324000010,2024-11-13
900973,90097325000002,2025-02-13
900973,90097325000006,2025-05-14
902367,110465924059170,2024-05-09
902367,110465924088144,2024-08-12
902367,110465924116499,2024-11-12
902367,110465925011872,2025-02-12
902367,110465925046545,2025-05-09
902367,110465925070274,2025-07-24
916542,113542824000015,2024-05-10
916542,113542824000045,2024-08-06
916542,113542824000281,2024-11-12
916542,113542825000010,2025-02-11
916542,113542825000021,2025-05-21
923093,90266424006581,2024-11-14
923093,90266425001008,2025-02-14
923093,90266425002382,2025-05-15
923093,95012324005524,2024-05-15
923093,95012324008354,2024-08-14
932540,93254024000004,2024-05-10
932540,93254024000007,2024-08-14
932540,93254024000015,2024-11-14
932540,93254025000027,2025-05-14
932540,93254025000028,2025-05-14
937729,95012324004887,2024-05-14
937729,95012324008586,2024-08-14
937729,95012324011533,2024-11-14
937729,95012325002327,2025-02-14
937729,95012325004566,2025-05-12
945631,117266124002475,2024-05-15
945631,117266124003521,2024-08-14
945631,117266124005154,2024-11-14
945631,117266125001118,2025-02-14
945631,117266125002311,2025-05-15
948669,117266124002099,2024-05-09
948669,117266124003088,2024-08-06
948669,117266124004515,2024-11-08
948669,117266125000594,2025-02-10
948669,117266125001923,2025-05-15
9631,108514624003837,2024-08-14
9631,108514624005610,2024-11-13
9631,108514625003475,2025-07-02
9631,108514625003476,2025-07-02
1001085,95012324005647,2024-05-15
1001085,95012324008819,2024-08-15
1001085,95012324011928,2024-11-15
1001085,95012324012064,2024-11-22
1001085,95012324012068,2024-11-22
1001085,95012325002670,2025-02-14
1001085,95012325005356,2025-05-15
1001085,95012325005989,2025-06-10
1001085,95012325005991,2025-06-10
1003518,94562124000406,2024-05-13
1003518,94562124000619,2024-08-07
1003518,94562124000910,2024-11-12
1003518,94562125000131,2025-02-07
1003518,94562125000444,2025-05-12
1005354,100535423000003,2023-05-17
1005354,100535423000004,2023-07-11
1005354,100535423000005,2023-08-22
1005354,100535424000001,2024-01-02
1005354,100535425000005,2025-07-16
1005354,100535425000006,2025-07-29
1009016,95012324006871,2024-07-30
1009016,95012324009913,2024-10-25
1009016,95012325000335,2025-01-17
1009016,95012325003542,2025-04-16
1009016,95012325006420,2025-07-17
1009076,100907624000004,2024-05-03
1009076,100907624000008,2024-08-12
1009076,100907624000015,2024-11-08
1009076,100907625000005,2025-02-13
1009076,100907625000008,2025-05-08
1021642,102164224000002,2024-04-18
1021642,102164224000003,2024-07-19
1021642,102164224000005,2024-11-06
1021642,102164225000001,2025-01-28
1021642,102164225000003,2025-04-17
1021642,102164225000004,2025-07-21
1036325,131650624000028,2024-11-08
1036325,131650625000017,2025-02-07
1036325,131650625000107,2025-05-12
1036325,7170124000038,2024-05-14
1036325,7170124000053,2024-08-07
1039765,114036124025354,2024-05-10
1039765,114036124036973,2024-08-13
1039765,114036124045362,2024-11-06
1039765,114036125002810,2025-02-03
1039765,114036125018075,2025-05-09
1040197,104019724000004,2024-05-08
1040197,104019724000006,2024-08-12
1040197,104019724000007,2024-11-07
1040197,104019725000001,2025-02-14
1040197,104019725000002,2025-05-15
1053321,106299324010141,2024-05-14
1053321,106299324014934,2024-08-13
1053321,106299324018970,2024-11-13
1053321,106299325002466,2025-02-14
1053321,106299325009352,2025-05-14
1056527,105652724000003,2024-05-13
1056527,105652724000006,2024-08-12
