ticker,year,quarter,outstanding_shares,quarter_end_price
CMCSA,2024,Q3,3817095628,41.77
CMCSA,2024,Q4,3771578226,37.53
CMCSA,2025,Q1,3724259552,36.9
CMCSA,2025,Q2,3682762127,35.69
CMCSA,2025,Q3,3634450130,31.42
CMCSA,2025,Q4,3588401619,29.89
CMCSA,2026,Q1,3562784182,28.71
CMCT,2025,Q4,2699686,
CMDB,2025,Q4,24180472,15.41
CME,2024,Q1,360062233,215.29
CME,2024,Q2,360093640,196.6
CME,2024,Q3,360359063,220.65
CME,2024,Q4,360354174,232.23
CME,2025,Q1,360356107,265.29
CME,2025,Q2,360377042,275.62
CME,2025,Q3,360596647,270.19
CME,2025,Q4,4584000,273.08
CME,2026,Q1,362356209,295.35
CMG,2024,Q1,37563000,2906.77
CMG,2024,Q2,1371372000,62.65
CMG,2024,Q3,1363639000,57.62
CMG,2024,Q4,1358751000,60.3
CMG,2025,Q1,1349790000,50.21
CMG,2025,Q2,1340885000,56.15
CMG,2025,Q3,1322278000,39.19
CMG,2025,Q4,1302423000,37.0
CMI,2024,Q1,136779875,294.65
CMI,2024,Q2,137047646,276.93
CMI,2024,Q3,137181852,323.79
CMI,2024,Q4,137481164,348.6
CMI,2025,Q1,137754897,313.44
CMI,2025,Q2,137786038,327.5
CMI,2025,Q3,138036253,422.37
CMI,2025,Q4,138165463,510.45
CMMB,2025,Q4,575381320,
CMP,2024,Q2,41449384,10.33
CMP,2024,Q4,41504100,11.25
CMP,2025,Q1,41620522,9.29
CMP,2025,Q2,41688657,20.09
CMP,2025,Q3,41819495,19.2
CMP,2025,Q4,41863273,19.64
CMPO,2024,Q1,20632837,7.23
CMPO,2024,Q2,30000843,6.8
CMPO,2024,Q3,82677354,14.02
CMPO,2024,Q4,100462844,15.33
CMPO,2025,Q1,102317852,10.87
CMPO,2025,Q2,102357732,14.09
CMPO,2025,Q3,124961235,20.82
CMPO,2025,Q4,289642587,19.28
CMPR,2024,Q1,25450907,88.51
CMPR,2024,Q2,25066128,87.61
CMPR,2024,Q3,25153537,81.92
CMPR,2024,Q4,24820543,71.72
CMPR,2025,Q1,24878772,45.23
CMPR,2025,Q2,24481085,47.0
CMPR,2025,Q3,24671784,63.04
CMPR,2025,Q4,24285192,66.59
CMPS,2024,Q1,68380857,8.32
CMPS,2024,Q2,68388194,6.04
CMPS,2024,Q3,68420818,6.3
CMPS,2024,Q4,92673132,3.78
CMPS,2025,Q1,93561753,2.86
CMPS,2025,Q2,95941264,2.8
CMPS,2025,Q3,96017044,5.73
CMPS,2025,Q4,96017039,6.9
CMPX,2024,Q2,137589171,1.0
CMPX,2024,Q3,137589171,1.84
CMPX,2024,Q4,138282498,1.45
CMPX,2025,Q1,138282498,1.9
CMPX,2025,Q2,138282498,2.6
CMPX,2025,Q3,177862102,3.5
CMPX,2025,Q4,180087915,5.37
CMRE,2024,Q3,119463000,15.72
CMRE,2024,Q4,119799000,12.85
CMRE,2025,Q1,119961000,9.84
CMRE,2025,Q3,120270000,11.91
CMRE,2025,Q4,120583929,15.79
CMS,2024,Q1,298635428,60.34
CMS,2024,Q2,298729438,59.53
CMS,2024,Q3,298784865,70.63
CMS,2024,Q4,298794638,66.65
CMS,2025,Q1,299123745,75.11
CMS,2025,Q2,299335461,69.28
CMS,2025,Q3,304319765,73.26
CMS,2025,Q4,306420901,69.93
CMS,2026,Q1,308919602,77.58
CMT,2025,Q3,8857907,20.55
CMT,2025,Q4,8833231,20.05
CMTG,2024,Q2,138954433,8.02
CMTG,2024,Q3,139362657,7.49
CMTG,2024,Q4,139362657,4.52
CMTG,2025,Q1,139362657,3.73
CMTG,2025,Q2,139822001,2.85
CMTG,2025,Q3,140218764,3.32
CMTG,2025,Q4,140218764,3.06
CMTL,2025,Q3,29610417,2.58
CMTL,2025,Q4,29629375,5.29
CMTL,2026,Q1,29679464,
CNA,2024,Q2,270836385,46.07
CNA,2024,Q3,270842416,48.94
CNA,2024,Q4,270861659,48.37
CNA,2025,Q1,270621865,50.79
CNA,2025,Q2,270665399,46.53
CNA,2025,Q3,270666584,46.46
CNA,2025,Q4,270673371,47.74
CNC,2024,Q1,533656000,78.48
CNC,2024,Q2,526030000,66.3
CNC,2024,Q3,504865000,75.28
CNC,2024,Q4,496044000,60.58
CNC,2025,Q1,497603000,60.71
CNC,2025,Q2,491133000,54.28
CNC,2025,Q3,491518000,35.68
CNC,2025,Q4,491771000,41.15
CNC,2026,Q1,493797000,32.74
CNDT,2024,Q2,162398252,3.26
CNDT,2024,Q3,159889601,4.03
CNDT,2024,Q4,161830138,4.04
CNDT,2025,Q1,161830138,2.7
CNDT,2025,Q2,157974022,2.64
CNDT,2025,Q3,152889491,2.8
CNDT,2025,Q4,154709174,1.92
CNET,2025,Q3,3268469,
CNET,2025,Q4,3268429,
CNFR,2025,Q3,12222881,
CNFR,2025,Q4,26222881,
CNH,2024,Q1,1257481824,12.96
CNH,2024,Q2,1253775140,10.13
CNH,2024,Q3,1248983000,11.1
CNH,2024,Q4,1248023791,11.33
CNH,2025,Q1,1249431633,12.28
CNH,2025,Q2,1250820050,12.96
CNH,2025,Q3,1246404668,10.85
CNH,2025,Q4,1240946574,9.22
CNI,2024,Q3,629500032,117.15
CNI,2024,Q4,628800000,101.51
CNI,2025,Q1,627324032,97.46
CNI,2025,Q3,616500000,94.3
CNI,2025,Q4,614433951,98.85
CNK,2024,Q1,122348675,17.97
CNK,2024,Q2,122387242,21.62
CNK,2024,Q3,122371884,27.84
CNK,2024,Q4,122303972,30.98
CNK,2025,Q1,115013716,24.89
CNK,2025,Q2,115035514,30.18
CNK,2025,Q3,117475902,28.02
CNK,2025,Q4,115526237,23.24
CNL,2025,Q4,92537998,14.59
CNM,2023,Q4,179075072,40.41
CNM,2024,Q1,192151694,57.25
CNM,2024,Q2,192918657,48.94
CNM,2024,Q3,192647223,44.4
CNM,2024,Q4,190189434,50.91
CNM,2025,Q1,190058509,48.31
CNM,2025,Q2,189654473,60.35
CNM,2025,Q3,190688721,53.83
CNM,2025,Q4,188802673,51.97
CNM,2026,Q1,188072306,49.4
CNMD,2024,Q1,30800747,80.08
CNMD,2024,Q2,30829285,69.32
CNMD,2024,Q3,30890853,71.92
CNMD,2024,Q4,30908835,68.44
CNMD,2025,Q1,30939865,60.39
CNMD,2025,Q2,30954963,52.08
CNMD,2025,Q3,30967954,47.03
CNMD,2025,Q4,30833536,40.6
CNNE,2024,Q2,62734645,18.14
CNNE,2024,Q3,62739664,19.06
CNNE,2024,Q4,62794359,19.86
CNNE,2025,Q1,62818001,18.33
CNNE,2025,Q2,56014815,20.85
CNNE,2025,Q3,49285406,18.31
CNNE,2025,Q4,46324719,15.73
CNO,2024,Q1,108259664,27.48
CNO,2024,Q2,105764929,27.72
CNO,2024,Q3,103209019,35.1
CNO,2024,Q4,100877837,37.21
CNO,2025,Q1,99141400,41.65
CNO,2025,Q2,96931934,38.58
CNO,2025,Q3,95353512,39.55
CNO,2025,Q4,94277712,42.47
CNOB,2024,Q1,38333053,19.5
CNOB,2024,Q2,38368217,18.89
CNOB,2024,Q3,38370317,25.05
CNOB,2024,Q4,38374263,22.91
CNOB,2025,Q1,38469975,24.31
CNOB,2025,Q2,50270162,23.16
CNOB,2025,Q3,50273089,24.81
CNOB,2025,Q4,50273382,26.22
CNP,2024,Q1,639724143,28.49
CNP,2024,Q2,641966980,30.98
CNP,2024,Q3,651727276,29.42
CNP,2024,Q4,651729244,31.73
CNP,2025,Q1,652728398,36.23
CNP,2025,Q2,652864878,36.74
CNP,2025,Q3,652868273,38.8
CNP,2025,Q4,652871584,38.34
CNP,2026,Q1,654169480,43.16
CNQ,2025,Q4,2081578000,33.85
CNR,2024,Q1,29388005,83.76
CNR,2024,Q2,29393226,102.03
CNR,2024,Q3,29394466,104.65
CNR,2024,Q4,54016722,106.68
CNR,2025,Q1,52660076,77.1
CNR,2025,Q2,51471519,69.74
CNR,2025,Q3,51239470,83.48
CNR,2025,Q4,50979544,88.51
CNS,2024,Q1,50540398,76.89
CNS,2024,Q2,50551178,72.56
CNS,2024,Q3,50557758,95.95
CNS,2024,Q4,50969757,92.34
CNS,2025,Q1,50979157,80.25
CNS,2025,Q2,50996660,75.35
CNS,2025,Q3,51007541,65.61
CNS,2025,Q4,51390184,62.78
CNTA,2024,Q2,113314295,9.03
CNTA,2024,Q3,131845476,15.99
CNTA,2024,Q4,133184349,16.75
CNTA,2025,Q1,133618774,14.38
CNTA,2025,Q2,134073436,13.14
CNTA,2025,Q3,134447836,24.25
CNTA,2025,Q4,154568531,25.01
CNTB,2025,Q3,55903513,
CNTB,2025,Q4,56521282,
CNTX,2024,Q2,74998312,2.0
CNTX,2024,Q3,74998312,1.96
CNTX,2024,Q4,89704194,1.05
CNTX,2025,Q1,89704194,0.61
CNTX,2025,Q2,89704194,0.66
CNTX,2025,Q3,91879177,
CNTX,2025,Q4,91879177,1.47
CNTY,2025,Q3,29445056,2.61
CNTY,2025,Q4,28628541,1.33
CNVS,2025,Q1,15984129,3.16
CNVS,2025,Q4,19427699,2.11
CNX,2024,Q1,153245448,23.72
CNX,2024,Q2,151226872,24.3
CNX,2024,Q3,149271235,32.57
CNX,2024,Q4,148842396,36.67
CNX,2025,Q1,144722731,31.48
CNX,2025,Q2,141418560,33.68
CNX,2025,Q3,134832658,32.12
CNX,2025,Q4,142368170,36.77
CNXC,2024,Q1,65991915,66.22
CNXC,2024,Q2,65328966,63.28
CNXC,2024,Q3,64818749,51.25
CNXC,2024,Q4,64398533,43.27
CNXC,2025,Q1,63883477,55.64
CNXC,2025,Q2,63025120,52.86
CNXC,2025,Q3,62257439,46.15
CNXC,2025,Q4,61597304,41.58
CNXC,2026,Q1,61004826,27.36
CNXN,2024,Q2,26293202,64.2
CNXN,2024,Q3,26289480,75.43
CNXN,2024,Q4,26160014,69.27
CNXN,2025,Q1,25397238,62.42
CNXN,2025,Q2,25389003,65.78
CNXN,2025,Q3,25245224,61.99
CNXN,2025,Q4,25198472,57.76
COCH,2025,Q3,23809975,0.78
COCH,2025,Q4,28934960,0.66
COCO,2024,Q2,56782291,27.85
COCO,2024,Q3,56731939,28.31
COCO,2024,Q4,56986193,36.91
COCO,2025,Q1,56733572,30.65
COCO,2025,Q2,56822981,36.1
COCO,2025,Q3,56948258,42.47
COCO,2025,Q4,57082173,53.01
COCP,2025,Q3,13784065,
COCP,2025,Q4,13785759,
CODA,2025,Q3,11248867,8.03
CODA,2025,Q4,11270575,9.3
CODA,2026,Q1,11276152,
CODI,2023,Q3,71820329,
CODI,2024,Q1,75384052,24.07
CODI,2024,Q2,75652286,21.89
CODI,2024,Q3,75652286,22.13
CODI,2024,Q4,75235966,23.08
CODI,2025,Q3,75236000,6.62
CODI,2025,Q4,75235966,4.8
CODX,2024,Q1,31278418,
CODX,2024,Q2,31911002,1.25
CODX,2024,Q3,31929752,1.25
CODX,2024,Q4,33572643,0.75
CODX,2025,Q1,33712530,0.31
CODX,2025,Q2,38523582,0.28
CODX,2025,Q3,60892582,0.34
CODX,2025,Q4,60892580,0.17
COEP,2025,Q3,5340111,
COEP,2025,Q4,6223221,
COF,2024,Q1,381922067,148.89
COF,2024,Q2,381856146,138.45
COF,2024,Q3,381510336,149.73
COF,2024,Q4,381327698,178.32
COF,2025,Q1,383137556,179.3
COF,2025,Q2,639517306,212.76
COF,2025,Q3,635733605,212.58
COF,2025,Q4,621931593,242.36
COFS,2025,Q3,15023732,28.96
COFS,2025,Q4,14981917,29.52
COGT,2024,Q2,109450463,8.43
COGT,2024,Q3,110461729,10.8
COGT,2024,Q4,113850090,7.8
COGT,2025,Q1,113856454,5.99
COGT,2025,Q2,139700796,7.18
COGT,2025,Q3,142376529,14.36
COGT,2025,Q4,162308820,35.52
COHN,2025,Q3,2035863,
COHN,2025,Q4,2448559,
COHR,2024,Q1,152461013,60.62
COHR,2024,Q2,153300385,72.46
COHR,2024,Q3,154663982,88.91
COHR,2024,Q4,154967323,94.73
COHR,2025,Q1,155440611,64.94
COHR,2025,Q2,155805474,89.21
COHR,2025,Q3,157153611,107.72
COHR,2025,Q4,187481852,184.57
COHU,2024,Q1,47085873,33.33
COHU,2024,Q2,46919550,33.1
COHU,2024,Q3,46613736,25.7
COHU,2024,Q4,46710033,26.7
COHU,2025,Q1,46502690,14.71
COHU,2025,Q2,46681643,19.24
COHU,2025,Q3,46692617,20.33
COHU,2025,Q4,46888325,23.27
COIN,2024,Q1,199758519,265.12
COIN,2024,Q2,202952721,222.23
COIN,2024,Q3,204910047,178.17
COIN,2024,Q4,210155374,248.3
COIN,2025,Q1,211407406,172.23
COIN,2025,Q2,215159125,350.49
COIN,2025,Q3,228162467,337.49
COIN,2025,Q4,223041278,226.14
COKE,2024,Q1,8368993,846.41
COKE,2024,Q2,7755983,1085.0
COKE,2024,Q3,7755983,1316.4
COKE,2024,Q4,7713088,1259.99
COKE,2025,Q1,7713088,1350.0
COKE,2025,Q2,76838945,111.65
COKE,2025,Q3,75402476,117.16
COKE,2025,Q4,56517334,153.3
COLAU,2025,Q3,7944290,
COLAU,2025,Q4,4494439,
COLB,2024,Q1,209378282,19.35
COLB,2024,Q2,209481301,19.89
COLB,2024,Q3,209531207,26.11
COLB,2024,Q4,209649030,27.01
COLB,2025,Q1,210200798,24.94
COLB,2025,Q2,210301407,23.38
COLB,2025,Q3,299120976,25.74
COLB,2025,Q4,295550687,27.95
COLD,2024,Q1,284040294,24.92
COLD,2024,Q2,284155561,25.54
COLD,2024,Q3,284258255,28.27
COLD,2024,Q4,284393914,21.4
COLD,2025,Q1,284725573,21.46
COLD,2025,Q2,284797783,16.63
COLD,2025,Q3,284854479,12.24
COLD,2025,Q4,284879678,12.86
COLL,2024,Q2,32213751,32.2
COLL,2024,Q3,32250236,38.64
COLL,2024,Q4,31485523,28.65
COLL,2025,Q1,32142192,29.85
COLL,2025,Q2,31502127,29.57
COLL,2025,Q3,31610976,34.99
COLL,2025,Q4,31753211,46.3
COLM,2024,Q1,59124030,81.18
COLM,2024,Q2,58552010,79.08
COLM,2024,Q3,57194480,83.19
COLM,2024,Q4,55342827,83.93
COLM,2025,Q1,54743898,75.69
COLM,2025,Q2,54770067,61.08
COLM,2025,Q3,53888892,52.3
COLM,2025,Q4,52351552,55.09
COMM,2024,Q1,212276658,1.31
COMM,2024,Q2,215850184,1.23
COMM,2024,Q3,215878782,6.11
COMM,2024,Q4,216557148,5.21
COMM,2025,Q1,216597038,5.31
COMM,2025,Q2,221525707,8.28
COMM,2025,Q3,221548707,15.48
COMM,2025,Q4,225462013,18.13
COMP,2024,Q2,505199755,3.6
COMP,2024,Q3,510307191,6.11
COMP,2024,Q4,517671325,5.85
COMP,2025,Q1,521246363,8.73
COMP,2025,Q2,525865413,6.28
COMP,2025,Q3,561061452,8.03
COMP,2025,Q4,742274683,10.57
CON,2024,Q2,126593503,
CON,2024,Q3,127343503,22.36
CON,2024,Q4,128125952,19.78
CON,2025,Q1,128171952,21.7
CON,2025,Q2,128170952,20.57
CON,2025,Q3,128170202,20.93
CON,2025,Q4,128634749,19.68
COO,2024,Q1,198756284,101.46
COO,2024,Q2,199119880,87.3
COO,2024,Q3,199155603,110.34
COO,2024,Q4,199582626,91.93
COO,2025,Q1,199981183,84.35
COO,2025,Q2,199512504,71.16
COO,2025,Q3,198808921,68.56
COO,2025,Q4,195978026,81.96
COO,2026,Q1,195114398,71.5
COOK,2024,Q2,129466276,2.4
COOK,2024,Q3,130601857,3.68
COOK,2024,Q4,130648819,2.39
COOK,2025,Q1,135690256,1.68
COOK,2025,Q2,135886236,1.71
COOK,2025,Q3,137026317,1.22
COOK,2025,Q4,137251532,1.08
COOP,2024,Q1,64720963,77.95
COOP,2024,Q2,64483836,81.23
COOP,2024,Q3,63983716,92.18
COOP,2024,Q4,63594620,96.01
COOP,2025,Q1,63985389,119.6
COOP,2025,Q2,63993269,149.21
COP,2024,Q1,1169533976,127.28
COP,2024,Q2,1161249790,114.38
COP,2024,Q3,1150912478,105.28
COP,2024,Q4,1272380205,99.17
COP,2025,Q1,1262410026,105.02
COP,2025,Q2,1248942311,89.74
COP,2025,Q3,1235718250,94.59
COP,2025,Q4,1222339152,93.61
COPL.U,2025,Q3,17978393,
COPL.U,2025,Q4,17978393,
COR,2024,Q1,199451791,242.99
COR,2024,Q2,197046826,225.3
COR,2024,Q3,193280140,225.08
COR,2024,Q4,193917082,224.68
COR,2025,Q1,193823487,278.09
COR,2025,Q2,193877881,299.85
COR,2025,Q3,193993444,312.53
COR,2025,Q4,194530682,337.75
CORT,2024,Q1,104112088,25.19
CORT,2024,Q2,104492469,32.49
CORT,2024,Q3,104775137,46.28
CORT,2024,Q4,105503432,50.39
CORT,2025,Q1,106044696,114.22
CORT,2025,Q2,105371729,73.4
CORT,2025,Q3,105188217,83.11
CORT,2025,Q4,106374020,34.8
CORZ,2024,Q1,177783480,3.54
CORZ,2024,Q2,258223230,9.3
CORZ,2024,Q3,279253024,11.86
CORZ,2024,Q4,294122589,14.05
CORZ,2025,Q1,297821835,7.24
CORZ,2025,Q2,305408442,17.07
CORZ,2025,Q3,310061300,17.94
CORZ,2025,Q4,315332655,14.56
COSM,2025,Q3,34919920,1.11
COSM,2025,Q4,41067312,0.5
COSO,2025,Q3,11978921,21.81
COSO,2025,Q4,11985414,23.25
COST,2024,Q1,443504036,732.63
COST,2024,Q2,443335024,849.99
COST,2024,Q3,443073537,886.52
COST,2024,Q4,443898870,916.27
COST,2025,Q1,443683357,945.78
COST,2025,Q2,443477086,989.94
COST,2025,Q3,443179176,925.63
COST,2025,Q4,443869411,862.34
COST,2026,Q1,443652540,996.43
COTY,2024,Q1,867838983,11.96
COTY,2024,Q2,867845212,10.02
COTY,2024,Q3,869898360,9.39
COTY,2024,Q4,871993285,6.96
COTY,2025,Q1,872289960,5.47
COTY,2025,Q2,966500000,4.65
COTY,2025,Q3,968100000,4.04
COTY,2025,Q4,971600000,3.08
COUR,2024,Q1,156111926,14.02
COUR,2024,Q2,156916076,7.16
COUR,2024,Q3,158399814,7.94
COUR,2024,Q4,160205628,8.5
COUR,2025,Q1,161400000,6.66
COUR,2025,Q2,163700000,8.76
COUR,2025,Q3,166400000,11.71
COUR,2025,Q4,168200000,7.36
COYA,2025,Q3,20924456,5.7
COYA,2025,Q4,23457183,5.8
CP,2024,Q1,932704551,88.17
CP,2024,Q2,933125135,78.73
CP,2024,Q3,933344882,85.54
CP,2024,Q4,933713487,72.37
CP,2025,Q1,930456061,70.21
CP,2025,Q2,917976339,79.27
CP,2025,Q3,900831248,74.49
CP,2025,Q4,897958953,73.63
CPA,2024,Q3,30654600,93.84
CPA,2024,Q4,30654800,87.88
CPA,2025,Q1,30234800,92.46
CPA,2025,Q3,41170000,118.82
CPA,2025,Q4,41138553,120.61
CPAY,2024,Q1,70268506,308.54
CPAY,2024,Q2,69432952,266.41
CPAY,2024,Q3,69710982,312.76
CPAY,2024,Q4,70249923,338.42
CPAY,2025,Q1,70493451,348.72
CPAY,2025,Q2,70614383,331.82
CPAY,2025,Q3,69958056,288.06
CPAY,2025,Q4,68050296,300.93
CPB,2024,Q1,298102601,44.45
CPB,2024,Q2,298553885,45.19
CPB,2024,Q3,298105916,48.92
CPB,2024,Q4,298109244,41.88
CPB,2025,Q1,298181866,39.92
CPB,2025,Q2,298129972,30.65
CPB,2025,Q3,297992525,31.58
CPB,2025,Q4,298134245,27.87
CPB,2026,Q1,298146488,22.27
CPBI,2025,Q1,4224078,
CPBI,2025,Q4,4205255,
CPF,2024,Q2,27063644,21.2
CPF,2024,Q3,27064501,29.51
CPF,2024,Q4,27065570,29.05
CPF,2025,Q1,26975928,27.04
CPF,2025,Q2,26981436,28.03
CPF,2025,Q3,26827512,30.34
CPF,2025,Q4,26289976,31.16
CPHC,2025,Q3,5099272,16.39
CPHC,2025,Q4,5123785,15.4
CPHI,2025,Q3,5022002,
CPHI,2025,Q4,40522002,
CPIX,2025,Q3,14956627,3.12
CPIX,2025,Q4,14956627,3.98
CPK,2024,Q1,22270177000,107.3
CPK,2024,Q2,22449929,106.2
CPK,2024,Q3,22780819,124.17
CPK,2024,Q4,22982417,121.35
CPK,2025,Q1,23327358,128.43
CPK,2025,Q2,23544479000,120.22
CPK,2025,Q3,23650684000,134.69
CPK,2025,Q4,23936406,124.76
CPNG,2024,Q1,1613184828,17.79
CPNG,2024,Q2,1618901401,20.95
CPNG,2024,Q3,1624056504,24.55
CPNG,2024,Q4,1647684518,21.98
CPNG,2025,Q1,1657810034,21.93
CPNG,2025,Q2,1665262233,29.96
CPNG,2025,Q3,1668844548,32.2
CPNG,2025,Q4,1670388566,23.59
CPRI,2023,Q4,116566663,50.24
CPRI,2024,Q1,116649222,45.3
CPRI,2024,Q2,117789174,33.08
CPRI,2024,Q3,117894437,42.44
CPRI,2024,Q4,117909795,21.06
CPRI,2025,Q1,117920594,19.73
CPRI,2025,Q2,119048057,17.7
CPRI,2025,Q3,119143278,19.92
CPRI,2025,Q4,119161865,24.4
CPRT,2024,Q1,961461830,57.92
CPRT,2024,Q2,962297603,54.16
CPRT,2024,Q3,963287376,52.4
CPRT,2024,Q4,963528402,57.39
CPRT,2025,Q1,966092956,56.59
CPRT,2025,Q2,966936214,49.07
CPRT,2025,Q3,967731528,44.97
CPRT,2025,Q4,968017684,39.15
CPRT,2026,Q1,963308388,33.2
CPRX,2024,Q1,118115079,15.94
CPRX,2024,Q2,118687897,15.49
CPRX,2024,Q3,119273436,19.88
CPRX,2024,Q4,121449655,20.87
CPRX,2025,Q1,121975152,24.25
CPRX,2025,Q2,122391010,21.7
CPRX,2025,Q3,122912387,19.7
CPRX,2025,Q4,122123884,23.34
CPS,2024,Q1,17290145,16.56
CPS,2024,Q2,17318907,12.44
CPS,2024,Q3,17326531,13.87
CPS,2024,Q4,17326531,13.56
CPS,2025,Q1,17548147,15.32
CPS,2025,Q2,17633413,21.5
CPS,2025,Q3,17637009,36.93
CPS,2025,Q4,17637008,32.83
CPSH,2025,Q3,17979277,3.57
CPSH,2025,Q4,17991780,3.09
CPSS,2025,Q3,22071046,7.55
CPSS,2025,Q4,21760275,9.33
CPT,2024,Q1,106535189,98.4
CPT,2024,Q2,106634893,109.11
CPT,2024,Q3,106681321,123.53
CPT,2024,Q4,106757212,116.04
CPT,2025,Q1,106837968,122.3
CPT,2025,Q2,106852727,112.69
CPT,2025,Q3,106395330,106.78
CPT,2025,Q4,103408210,110.08
CQP,2024,Q2,484043623,49.11
CQP,2024,Q3,484046623,48.72
CQP,2024,Q4,484048123,53.12
CQP,2025,Q1,484048123,66.04
CQP,2025,Q2,484048123,56.05
CQP,2025,Q3,484052623,53.82
CQP,2025,Q4,484054123,53.48
CR,2024,Q1,57157884,135.13
CR,2024,Q2,57210051,144.98
CR,2024,Q3,57232071,158.28
CR,2024,Q4,57398023,151.75
CR,2025,Q1,57501189,153.18
CR,2025,Q2,57546840,189.89
CR,2025,Q3,57596887,184.14
CR,2025,Q4,57674297,184.43
CRAI,2024,Q3,6779710,175.32
CRAI,2025,Q3,6562262,208.53
CRAI,2026,Q1,6566183,
CRAQU,2025,Q3,23660000,10.17
CRAQU,2025,Q4,23660000,
CRBG,2024,Q1,611640610,28.73
CRBG,2024,Q2,592013501,29.12
CRBG,2024,Q3,568870117,29.16
CRBG,2024,Q4,555995957,29.93
CRBG,2025,Q1,550265579,31.57
CRBG,2025,Q2,538681830,35.5
CRBG,2025,Q3,520493819,32.05
CRBG,2025,Q4,481685891,30.17
CRBP,2025,Q3,17553037,12.65
CRBP,2025,Q4,17736464,8.14
CRBU,2024,Q2,90362771,1.64
CRBU,2024,Q3,90552687,1.96
CRBU,2024,Q4,93004602,1.59
CRBU,2025,Q1,93004602,0.91
CRBU,2025,Q2,93123239,1.26
CRBU,2025,Q3,93468038,2.33
CRBU,2025,Q4,96637202,1.59
CRC,2024,Q1,68530744,55.1
CRC,2024,Q2,67876933,53.22
CRC,2024,Q3,91705360,52.47
CRC,2024,Q4,90778229,51.89
CRC,2025,Q1,89175034,43.97
CRC,2025,Q2,83679985,45.67
CRC,2025,Q3,83711931,53.18
CRC,2025,Q4,88597474,44.71
CRCL,2025,Q3,216487160,132.58
CRCL,2025,Q4,228100955,79.3
CRCT,2024,Q1,51394617,4.76
CRCT,2024,Q2,53522018,5.99
CRCT,2024,Q3,53395799,6.93
CRCT,2024,Q4,52358754,5.7
CRCT,2025,Q1,51646042,5.15
CRCT,2025,Q2,53976481,6.77
CRCT,2025,Q3,53255194,6.29
CRCT,2025,Q4,56748942,4.95
CRD.B,2025,Q3,30091584,9.78
CRD.B,2025,Q4,29688043,10.72
CRDF,2024,Q1,44724591,5.34
CRDF,2024,Q2,46549634,2.22
CRDF,2024,Q3,51133747,2.67
CRDF,2024,Q4,66524294,4.34
CRDF,2025,Q1,66525854,3.14
CRDF,2025,Q2,66525854,3.15
CRDF,2025,Q3,67360564,2.06
CRDF,2025,Q4,68364979,2.81
CRDL,2025,Q4,100257009,0.95
CRDO,2024,Q1,163068000,21.19
